country,year,renewables_consumption,renewables_share_energy,population
Sweden,2010,239.166,38.467,9381722.0
Sweden,2011,243.395,39.769,9467384.0
Sweden,2012,280.423,43.46,9555984.0
Sweden,2013,237.072,39.28,9648935.0
Sweden,2014,244.988,40.779,9747507.0
Sweden,2015,290.363,46.678,9849344.0
Sweden,2016,255.839,41.982,9953322.0
Sweden,2017,269.608,42.704,10058191.0
Sweden,2018,259.783,42.644,10162300.0
Sweden,2019,280.456,44.814,10267922.0
Sweden,2020,313.32,52.196,10368968.0
Sweden,2021,323.938,51.12,10467095.0
Sweden,2022,332.569,53.494,10549349.0
Sweden,2023,321.995,53.89,10612087.0
Switzerland,1968,87.277,39.674,6068208.0
Switzerland,1969,83.521,36.701,6136805.0
Switzerland,1970,86.263,34.635,6181231.0
Switzerland,1971,85.882,33.697,6213706.0
Switzerland,1972,71.66,28.543,6261160.0
Switzerland,1973,78.616,28.315,6307365.0
Switzerland,1974,82.353,31.027,6341220.0
Switzerland,1975,95.321,34.594,6338272.0
Switzerland,1976,76.436,29.048,6302079.0
Switzerland,1977,103.169,35.284,6280842.0
Switzerland,1978,93.637,32.514,6281527.0
Switzerland,1979,88.693,30.904,6294185.0
Switzerland,1980,99.457,32.373,6319116.0
Switzerland,1981,105.256,34.292,6353701.0
Switzerland,1982,107.612,35.782,6390953.0
Switzerland,1983,104.945,33.555,6418416.0
Switzerland,1984,89.574,29.56,6441452.0
Switzerland,1985,95.943,29.632,6469830.0
Switzerland,1986,98.763,29.059,6503525.0
Switzerland,1987,104.164,30.83,6544455.0
Switzerland,1988,107.483,31.572,6592667.0
Switzerland,1989,89.733,28.203,6646209.0
Switzerland,1990,89.513,26.992,6711685.0
Switzerland,1991,96.258,28.264,6795392.0
Switzerland,1992,98.261,28.395,6873188.0
Switzerland,1993,107.384,31.083,6936123.0
Switzerland,1994,117.308,32.318,6991543.0
Switzerland,1995,105.852,30.771,7038302.0
Switzerland,1996,86.991,26.179,7069694.0
Switzerland,1997,102.802,28.933,7086993.0
Switzerland,1998,101.218,28.327,7108225.0
Switzerland,1999,120.733,32.331,7142199.0
Switzerland,2000,111.628,30.639,7182052.0
Switzerland,2001,124.244,31.929,7224413.0
Switzerland,2002,105.621,29.157,7276479.0
Switzerland,2003,103.864,28.983,7330729.0
Switzerland,2004,100.457,28.127,7381153.0
Switzerland,2005,92.815,27.236,7428437.0
Switzerland,2006,91.923,26.257,7475014.0
Switzerland,2007,103.694,29.218,7541909.0
Switzerland,2008,105.484,29.096,7638288.0
Switzerland,2009,104.007,29.297,7734402.0
Switzerland,2010,104.635,29.107,7822444.0
Switzerland,2011,94.559,28.233,7910988.0
Switzerland,2012,111.923,31.611,7995738.0
Switzerland,2013,111.696,31.101,8088370.0
Switzerland,2014,111.193,32.282,8187792.0
Switzerland,2015,112.039,33.313,8281735.0
Switzerland,2016,102.998,32.569,8372902.0
Switzerland,2017,102.916,32.466,8451688.0
Switzerland,2018,104.715,32.575,8514431.0
Switzerland,2019,113.353,33.741,8575593.0
Switzerland,2020,113.951,36.926,8638609.0
Switzerland,2021,111.697,37.472,8691409.0
Switzerland,2022,95.769,33.011,8740471.0
Switzerland,2023,120.589,38.325,8796671.0
Ukraine,1985,31.677,1.139,50917392.0
Ukraine,1986,31.507,1.128,51076744.0
Ukraine,1987,28.371,0.995,51236432.0
Ukraine,1988,35.284,1.236,51372376.0
Ukraine,1989,29.952,1.096,51494548.0
Ukraine,1990,31.09,0.973,51589816.0
Ukraine,1991,34.626,1.156,51672816.0
Ukraine,1992,23.31,0.921,51785152.0
Ukraine,1993,32.642,1.472,51778420.0
Ukraine,1994,35.833,1.89,51487376.0
Ukraine,1995,29.431,1.591,51061268.0
Ukraine,1996,25.525,1.48,50616104.0
Ukraine,1997,29.144,1.753,50169352.0
Ukraine,1998,46.549,2.901,49745868.0
Ukraine,1999,42.365,2.68,49320116.0
Ukraine,2000,33.355,2.104,48879752.0
Ukraine,2001,35.394,2.265,48414536.0
Ukraine,2002,28.164,1.813,47976540.0
Ukraine,2003,26.881,1.689,47605644.0
Ukraine,2004,33.963,2.142,47261960.0
Ukraine,2005,35.509,2.212,46912616.0
Ukraine,2006,36.765,2.263,46592552.0
Ukraine,2007,29.705,1.836,46313064.0
Ukraine,2008,33.319,2.133,46062936.0
Ukraine,2009,33.898,2.548,45863884.0
Ukraine,2010,37.243,2.61,45683024.0
Ukraine,2011,30.948,2.099,45516136.0
Ukraine,2012,30.864,2.139,45406228.0
Ukraine,2013,41.732,3.047,45307104.0
Ukraine,2014,28.084,2.324,45148072.0
Ukraine,2015,19.593,1.953,44982568.0
Ukraine,2016,25.282,2.408,44833568.0
Ukraine,2017,29.541,3.029,44657260.0
Ukraine,2018,35.039,3.462,44446952.0
Ukraine,2019,32.501,3.394,44211100.0
Ukraine,2020,45.525,4.957,43909664.0
Ukraine,2021,57.671,6.17,43531424.0
Ukraine,2022,49.561,7.671,39701744.0
Ukraine,2023,54.192,8.788,36744636.0
United Kingdom,1965,13.638,0.589,54229568.0
United Kingdom,1966,13.413,0.576,54560504.0
United Kingdom,1967,14.445,0.62,54876360.0
United Kingdom,1968,11.006,0.456,55169252.0
United Kingdom,1969,9.628,0.385,55420524.0
United Kingdom,1970,13.413,0.526,55650160.0
United Kingdom,1971,9.974,0.398,55875904.0
United Kingdom,1972,9.974,0.393,56057324.0
United Kingdom,1973,11.349,0.426,56166632.0
United Kingdom,1974,12.038,0.475,56233776.0
United Kingdom,1975,11.349,0.475,56266852.0
United Kingdom,1976,13.413,0.55,56263232.0
United Kingdom,1977,11.692,0.471,56244844.0
United Kingdom,1978,12.038,0.482,56240768.0
United Kingdom,1979,12.724,0.487,56265152.0
United Kingdom,1980,11.692,0.491,56326328.0
United Kingdom,1981,13.067,0.564,56395848.0
United Kingdom,1982,13.413,0.587,56450132.0
United Kingdom,1983,13.413,0.585,56501616.0
United Kingdom,1984,13.416,0.585,56568252.0
United Kingdom,1985,11.696,0.489,56643040.0
United Kingdom,1986,14.103,0.574,56721912.0
United Kingdom,1987,12.38,0.505,56826320.0
United Kingdom,1988,14.447,0.581,56952648.0
United Kingdom,1989,14.126,0.568,57076096.0
United Kingdom,1990,17.06,0.68,57210444.0
United Kingdom,1991,15.635,0.61,57359452.0
United Kingdom,1992,18.899,0.742,57509240.0
United Kingdom,1993,17.19,0.668,57647464.0
United Kingdom,1994,20.996,0.825,57785900.0
United Kingdom,1995,20.155,0.79,57930364.0
United Kingdom,1996,17.245,0.644,58078584.0
United Kingdom,1997,21.707,0.825,58250192.0
United Kingdom,1998,26.199,0.988,58438320.0
United Kingdom,1999,29.24,1.108,58635204.0
United Kingdom,2000,30.23,1.135,58850044.0
United Kingdom,2001,29.2,1.085,59092016.0
United Kingdom,2002,33.892,1.288,59355688.0
United Kingdom,2003,33.002,1.237,59649800.0
United Kingdom,2004,43.238,1.607,59995852.0
United Kingdom,2005,52.324,1.929,60383740.0
United Kingdom,2006,56.832,2.122,60803700.0
United Kingdom,2007,63.1,2.423,61260680.0
United Kingdom,2008,74.481,2.911,61742152.0
United Kingdom,2009,86.232,3.549,62243384.0
United Kingdom,2010,91.09,3.671,62760048.0
United Kingdom,2011,115.238,4.921,63286360.0
United Kingdom,2012,130.1,5.468,63808728.0
United Kingdom,2013,165.329,6.956,64302296.0
United Kingdom,2014,199.261,8.872,64773504.0
United Kingdom,2015,249.922,10.955,65224368.0
United Kingdom,2016,248.655,11.083,65655204.0
United Kingdom,2017,290.906,12.934,66064808.0
United Kingdom,2018,325.479,14.486,66432996.0
United Kingdom,2019,355.546,16.168,66778660.0
United Kingdom,2020,393.045,19.94,67059472.0
United Kingdom,2021,360.567,18.11,67281040.0
United Kingdom,2022,395.973,19.614,67508936.0
United Kingdom,2023,396.169,20.521,67736800.0
